on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_17,0.0964,1.082272058,0.728018311,3,0.0266,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_18,0.122,1.138081723,0.71237692,2,0.0577,0.213803451,0.145664816
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_19,0.0838,0.954370806,0.680150046,1,0.0696,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_1,0.2004,1.353060546,0.612407385,5,0.03496,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_20,0.0686,0.919582571,0.800428293,2,0.032,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_21,0.1518,1.423445164,0.603905022,3,0.042866667,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_22,0.0794,0.962437383,0.780839245,2,0.0335,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_23,0.1182,1.196815269,0.724940885,3,0.034666667,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_25,0.105,1.045661132,0.731616504,4,0.0225,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_26,0.1406,1.257739887,0.690142574,2,0.0696,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_27,0.0608,0.832586058,0.860802438,1,0.06,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_29,0.2072,1.456791538,0.703655841,5,0.03624,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_2,0.1466,1.148979265,0.703839554,3,0.045666667,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_30,0.1926,1.327643586,0.648776818,5,0.03296,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_31,0.3038,1.936316414,0.497779293,6,0.0427,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_32,0.1724,1.309645761,0.688061289,3,0.055333333,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_3,0.1228,1.198211862,0.70989737,3,0.036533333,0,0.889613084
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_4,0.174,1.412406912,0.646651841,4,0.0398,0.069821931,0.310685515
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_5,0.1528,1.183832117,0.682454908,5,0.0252,0.007166483,0.549689134
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_6,0.165,1.261578046,0.637143946,6,0.0232,0.144981413,0.521852224
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_7,0.1736,1.521052804,0.618690624,5,0.03052,0,1.73467588
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_8,0.2304,1.47164723,0.567343833,6,0.034233333,NaN,NaN
20190723_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_9,0.0734,0.917014559,0.76929153,1,0.0716,0.066337332,0.399069376
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_100,0.1254,1.461561363,0.630235195,3,0.040133333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_101,0.1228,1.083483983,0.692282198,4,0.0256,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_102,0.1052,1.085562801,0.711658118,4,0.0216,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_103,0.1182,1.122611838,0.66296072,5,0.02012,0.086097946,0.444256012
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_104,0.1194,1.115500019,0.689438697,4,0.0252,0.046351085,0.433915499
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_105,0.157,1.529172909,0.604947901,5,0.02648,0.104681979,0.567611434
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_106,0.0936,1.0095529,0.776000273,1,0.0936,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_107,0.0906,0.942590229,0.759779494,3,0.025333333,0.075847458,0.323407386
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_108,0.1272,1.205584749,0.623536299,4,0.02845,0.098360656,0.453651899
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_109,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_110,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_111,0.1746,1.253847143,0.684601037,6,0.023233333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_112,0.1204,1.214344237,0.657970878,5,0.02052,0,0.493855023
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_113,0.0692,0.892518586,0.796759097,3,0.020133333,0.062597809,0.233964431
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_114,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_115,0.1074,1.130721938,0.639753073,4,0.0218,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_33,0.1812,1.288054539,0.661228943,5,0.03052,0.146439318,0.311794275
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_34,0.1306,1.384710027,0.593672736,4,0.0299,0.084143763,0.423209379
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_35,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_36,0.1306,1.451919345,0.584070014,5,0.02284,0.086734694,0.502089985
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_37,0.0986,1.085669193,0.648293436,2,0.0457,0.174169742,0.180266741
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_38,0.0986,1.085669193,0.648293436,2,0.0457,0.174169742,0.180266741
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_39,0.2114,1.722446554,0.590361698,6,0.029,0.124006359,0.734160953
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_41,0.1488,1.353039041,0.652725193,4,0.0317,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_42,0.1852,1.377353453,0.573506475,5,0.025,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_43,0.185,1.34009812,0.590453439,6,0.0253,0.079192547,0.463616326
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_44,0.1368,1.336077455,0.617188986,5,0.02444,0.036692223,0.657313884
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_45,0.071,0.948474069,0.73357487,2,0.0315,0.231441048,0.444502482
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_46,0.1296,1.121858252,0.663957206,3,0.038266667,0.024566848,0.513480118
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_47,0.1208,1.103923449,0.682158659,3,0.036733333,0.133133882,0.184874497
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_48,0.2092,1.424396138,0.634056935,5,0.03624,0.012048193,0.757318391
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_49,0.1412,1.16250612,0.678605954,4,0.0309,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_51,0.1086,1.151184026,0.670163187,3,0.029333333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_52,0.2074,1.423609378,0.600940697,6,0.028366667,0.01451562,0.508637866
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_53,0.1894,1.499209757,0.610873483,4,0.04115,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_54,0.12,1.095664638,0.668834898,2,0.0577,0.059859155,0.306645815
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_55,0.0958,1.149027939,0.662424844,3,0.029866667,0.103810775,0.451967167
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_56,0.0928,1.044375764,0.798109715,2,0.0432,0.07405892,0.804697223
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_57,0.2874,1.813954748,0.513847653,12,0.018333333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_58,0.2182,1.475297166,0.565555343,5,0.0354,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_59,0.1998,1.545919345,0.588516383,6,0.0272,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_61,0.1408,1.252237904,0.718694803,4,0.03025,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_62,0.0672,0.88019265,0.887474917,1,0.0672,0.007722008,0.466090618
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_64,0.2308,1.433667065,0.658522525,7,0.0262,0.040986231,0.452501667
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_65,0.144,1.282369694,0.723531975,4,0.0308,0.054663992,0.723497165
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_66,0.1738,1.626074436,0.492920073,5,0.02888,0.123197903,0.513190583
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_67,0.2752,1.832155859,0.483370147,7,0.0344,0.113753371,0.857745744
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_68,0.2548,1.616466318,0.57633191,5,0.04276,0.095711061,0.428160374
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_69,0.2744,1.788914983,0.568973363,3,0.078666667,0.085015744,0.372301817
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_70,0.2372,1.527695424,0.573221049,8,0.024575,0.132871173,0.374523663
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_71,0.111,1.111730887,0.807474,2,0.0462,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_72,0.2858,1.819674188,0.463700015,7,0.031914286,0.017925736,0.698692073
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_73,0.1112,1.209043268,0.622346252,4,0.0239,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_74,0.2208,1.635576223,0.578717794,5,0.0382,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_75,0.2016,1.472739676,0.510202759,5,0.03452,0.078779599,0.472789089
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_77,0.0838,1.057656164,0.800078064,2,0.0385,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_78,0.1656,1.391726969,0.659873281,5,0.02892,0.148200423,0.392861075
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_79,0.175,1.260203403,0.708239142,3,0.048933333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_80,0.2748,1.572817231,0.588548235,6,0.040133333,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_83,0.1878,1.503821598,0.603511148,4,0.03665,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_84,0.2542,1.729276935,0.536835558,9,0.024022222,0.086893903,0.430064934
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_85,0.1334,1.170194386,0.618468813,3,0.039,0.091122593,0.5132737
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_86,0.2506,1.572292526,0.562371363,7,0.026971429,0.089180625,0.442736586
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_87,0.2988,1.532415998,0.592470666,8,0.026875,0.139687159,0.553235397
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_88,0.2734,1.525724505,0.566232451,8,0.025575,0.015602322,0.645152883
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_89,0.1932,1.352005326,0.667016141,6,0.0259,0.004864208,0.641539618
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_90,0.0762,0.91420839,0.656696834,2,0.0302,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_91,0.0892,1.004362474,0.760052005,2,0.0365,0,0.415171786
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_92,0.1254,1.101315663,0.694054214,2,0.0574,0.06738223,0.437784644
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_93,0.1368,1.196264848,0.75441051,3,0.039066667,0.048463357,0.436191257
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_94,0.161,1.553178543,0.578920708,6,0.024566667,0.105370496,0.228899243
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_95,0.2854,1.616176218,0.5460423,8,0.029025,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_96,0.1446,1.23457591,0.639142669,3,0.041733333,0.042186827,0.467903615
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_97,0.0848,0.906502805,0.793140918,3,0.0242,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_98,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20191028_RI512_CTCF-AID_AUX_111_112_SIR_2C_ALN_THR_99,0.1104,1.061785148,0.709696771,3,0.033666667,0.253938832,0.216000498
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_10,0.2726,1.617307665,0.64972141,6,0.036333333,0.156408629,0.475956978
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_11,0.206,1.372455697,0.620171407,4,0.04565,0.066699124,0.827749946
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_12,0.2102,1.325889178,0.680528602,5,0.0326,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_13,0.1262,1.041661123,0.774308387,2,0.0534,0.08440019,0.386483572
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_15,0.2196,1.571565042,0.557759184,6,0.033166667,0.07902126,1.070311588
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_16,0.157,1.203064682,0.679030607,3,0.0484,0.135194308,0.362108292
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_17,0.3416,1.722169243,0.577988323,8,0.03305,0.25865904,0.210528563
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_18,0.4742,1.944128722,0.513801353,11,0.032563636,0.163238044,0.669642783
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_19,0.2038,1.445729137,0.635983873,5,0.03172,0.206340677,0.477548113
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_1,0.2252,1.896009564,0.565628291,6,0.034366667,0.173429952,0.366031924
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_20,0.2336,1.548308282,0.618519472,4,0.04705,0.244122966,0.290378444
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_21,0.2866,1.665896794,0.556744408,7,0.034828571,0.063811685,0.572386294
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_22,0.3246,1.864619833,0.551864035,7,0.039085714,0.090079365,0.569320471
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_23,0.1704,1.26346419,0.765134936,4,0.0355,0.140754958,0.350335197
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_24,0.2858,1.790290936,0.571537606,6,0.040866667,0.2930561,0.129873945
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_25,0.4162,2.137474495,0.551318795,10,0.03268,0.007556675,0.698449367
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_26,0.362,1.74001672,0.650300919,6,0.048,0.147927032,0.580236037
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_27,0.2258,1.4204927,0.576950281,7,0.026057143,0.153764581,0.367363114
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_2,0.1202,1.107270928,0.70137837,3,0.035533333,0.117035111,0.371380576
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_30,0.1904,1.450021865,0.732107276,3,0.052933333,0.071468144,0.543455852
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_31,0.1458,1.157764631,0.664770873,3,0.045466667,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_32,0.104,1.032362105,0.809413207,1,0.104,0.216312057,0.181186556
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_33,0.1346,1.204981937,0.769063041,2,0.0552,0.02173913,0.593982278
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_35,0.418,1.947390631,0.582167899,9,0.033,0.119795864,0.482627599
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_36,0.449,1.969355965,0.553550568,10,0.0354,0.271305458,0.149204456
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_38,0.123,1.4332525,0.72013231,2,0.0614,0.039021852,0.491876216
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_39,0.3332,1.762474871,0.542142487,7,0.0352,0.149249504,0.379963706
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_3,0.2156,1.303070603,0.690768975,3,0.061466667,0.233317097,0.259848746
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_40,0.315,1.951473982,0.533520695,7,0.036542857,0.227017544,0.4396636
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_41,0.1236,1.092893732,0.756024785,2,0.0577,0.173211781,0.165038029
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_42,0.3714,1.741654061,0.61483946,10,0.02812,0.330541012,0.395685519
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_44,0.3596,1.683653665,0.682259949,6,0.049333333,0.036576309,0.632396572
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_45,0.2064,1.349852108,0.677278107,3,0.056933333,0.002613525,0.840100974
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_46,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_48,0.2976,1.590380524,0.612609402,8,0.0295,0.162940276,0.294857839
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_49,0.2642,1.583557562,0.596328766,6,0.0374,0.077640911,0.406748951
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_4,0.245,1.781567336,0.56221772,5,0.04252,0.097612958,0.408023358
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_50,0.264,1.772393664,0.594796681,4,0.05725,0.054069938,0.437487224
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_51,0.388,1.848471399,0.577995306,8,0.039,0.153106983,0.296446159
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_52,0.5176,2.093000519,0.523531821,10,0.0421,0.270512526,0.276333691
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_53,0.2138,1.28812877,0.629521736,5,0.03484,0.049939099,0.426977441
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_54,0.1994,1.294548629,0.638900053,4,0.043,0.233187135,0.217689482
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_55,0.2148,1.432571635,0.627061916,5,0.03748,0.012738854,0.76167979
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_56,0.1676,1.418706765,0.595596761,5,0.03172,0.166344294,0.371177647
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_57,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_58,0.2802,1.423992628,0.64488564,5,0.04664,0.350812795,0.139637316
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_59,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_5,0.14,1.292218846,0.657038098,4,0.03125,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_60,0.2596,1.451217908,0.669833115,5,0.04444,0.070208729,0.486602283
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_63,0.1904,1.551888523,0.654474704,4,0.0418,0.160677966,0.564254193
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_64,0.3174,1.571151574,0.568089256,7,0.035857143,0.082105263,0.529692897
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_65,0.3226,1.530293323,0.590752076,7,0.034942857,0.129746835,0.775754416
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_66,0.3432,1.653094213,0.635620867,5,0.05744,0.113986243,0.394051305
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_67,0.183,1.404577606,0.634375062,4,0.04265,0.016901408,0.752497478
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_68,0.3108,1.589076409,0.617284082,7,0.037342857,0.192363112,0.308097287
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_69,0.322,1.729220659,0.711544114,7,0.034742857,0.166723608,0.473615902
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_6,0.0714,0.859248028,0.848746717,2,0.0327,0.073394495,0.432262058
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_70,0.2974,1.766946716,0.607004679,7,0.0346,0.069396686,1.051267918
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_71,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_72,0.1546,1.170079155,0.704478237,2,0.0715,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_73,0.206,1.492907371,0.592153876,5,0.03528,0.01023332,0.73138128
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_75,0.1144,1.120341612,0.799099477,1,0.112,0.183701657,0.256931473
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_77,0.2082,1.566445201,0.588841394,7,0.023771429,0.260612574,0.156397842
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_78,0.2292,1.550619606,0.722023776,3,0.065533333,0.126370757,0.437742273
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_79,0.1052,1.028488968,0.730508606,3,0.031733333,0.078651685,0.353548407
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_7,0.1654,1.189962252,0.803452601,2,0.0758,0.101535414,0.504793718
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_80,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_81,0.3084,1.818113218,0.512094217,7,0.035285714,0.086354647,0.469660112
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190729_RI512_CTCF-AID_AUX_11_12_SIR_2C_ALN_THR_83,0.2502,1.59301686,0.598645795,5,0.04364,0.12458194,0.313807319
