on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_24,0.1452,1.157075871,0.683916015,4,0.03045,0.092677346,0.515973156
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_25,0.2208,1.511116424,0.583864804,5,0.03836,0.004329004,0.683518041
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_26,0.1386,1.072990926,0.682650771,3,0.033066667,0.004013378,0.624326342
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_28,0.1326,1.346550319,0.655229359,4,0.02885,0.056497175,0.491113211
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_29,0.1832,1.403052415,0.629541638,3,0.046933333,0.065445026,0.440573612
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_2,0.1224,1.023815451,0.74987442,2,0.057,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_30,0.2196,1.385123535,0.63546397,7,0.023542857,0.067581301,0.588040228
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_31,0.172,1.212463505,0.726876906,3,0.051266667,0.067197611,0.912699586
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_32,0.1676,1.326955289,0.614600574,5,0.03004,0.004916421,0.645329745
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_33,0.1514,1.297546081,0.821676472,2,0.0695,0.073284823,0.45150798
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_34,0.1464,1.246497269,0.666874601,4,0.03255,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_35,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_36,0.2032,1.532662163,0.600350557,6,0.0304,0,0.677025331
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_37,0.2026,1.410812907,0.648093041,6,0.026466667,0.097616865,0.54818004
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_38,0.1016,0.988303566,0.770708488,3,0.029266667,0,0.525211046
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_39,0.1112,1.09050188,0.739124832,2,0.0498,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_3,0.1816,1.259844105,0.69790768,3,0.049733333,0.001122334,0.60859471
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_40,0.1556,1.383687876,0.589465645,5,0.02552,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_41,0.1812,1.471130656,0.589062011,7,0.022114286,0.050248482,0.405971463
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_44,0.2246,1.513488314,0.748817507,5,0.03692,0,0.810123307
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_45,0.1576,1.159980249,0.722278891,4,0.0334,0.028028933,0.410656182
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_46,0.0786,0.900634417,0.828916102,1,0.0786,0,0.658966985
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_48,0.1314,1.123707913,0.735096003,4,0.02695,0.080611536,0.450853801
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_49,0.1996,1.395715964,0.652658069,4,0.041,0.023930953,0.872307619
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_4,0.1158,1.131514504,0.730870867,3,0.035266667,0.001548787,0.681192764
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_50,0.1864,1.287518884,0.650201987,6,0.0261,0.006951872,0.923103411
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_51,0.0886,1.029405863,0.75932496,2,0.0418,0.014814815,0.671400097
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_52,0.143,1.376422334,0.755147668,4,0.0293,0.240754717,0.332942202
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_53,0.1236,1.091470145,0.674226545,2,0.0493,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_54,0.099,0.940611606,0.789746067,3,0.025933333,0.038888889,0.436346138
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_55,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_56,0.1348,1.193683636,0.659511906,4,0.03125,0,1.16563088
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_57,0.0986,1.225133426,0.682327862,3,0.031533333,0.020797227,0.579610513
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_58,0.112,1.043986986,0.723949562,2,0.052,0.02190396,0.730205768
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_59,0.1072,1.046875941,0.703080373,3,0.029666667,0,0.98245059
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_5,0.126,1.207360855,0.637628546,3,0.038266667,0,0.654351694
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_60,0.1448,1.210500049,0.683761703,2,0.0672,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_61,0.0874,0.940877216,0.787231211,2,0.0365,0,1.11283051
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_64,0.1474,1.261967189,0.660726522,4,0.03325,0.02055968,0.611273021
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_65,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_66,0.2666,1.586878668,0.738799328,2,0.1298,0.015661707,0.583266845
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_67,0.1202,1.124951636,0.810102251,2,0.0532,0.001160766,0.530478466
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_68,0.1068,1.041564581,0.847434913,3,0.030266667,0,0.596242399
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_69,0.1826,1.353050763,0.629049322,6,0.024833333,0,0.968865104
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_6,0.1926,1.445948712,0.648369085,6,0.0272,0.032432432,0.491338705
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_70,0.0908,0.953462667,0.790137872,2,0.0422,0,0.467395102
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_71,0.1136,1.100230607,0.661896845,3,0.0354,0,0.702270175
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_72,0.1414,1.146499241,0.666079742,2,0.0615,0.029474812,0.662906973
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_73,0.1576,1.378423997,0.654953291,4,0.0353,0.005777311,0.747163589
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_74,0.069,0.893019713,0.78306869,2,0.0294,0.098140496,0.298193852
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_75,0.209,1.412851105,0.609303094,7,0.025142857,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_76,0.2044,1.395921983,0.705641555,5,0.03004,0,0.817353748
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_77,0.1734,1.363185815,0.774612019,5,0.02928,0,0.858441839
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_78,0.114,1.074659705,0.714702229,2,0.0564,0,0.899269986
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_79,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_7,0.2278,1.501477892,0.643308146,8,0.021775,0.047909817,0.761993547
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_80,0.169,1.366581918,0.85419479,3,0.0486,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_8,0.1558,1.199426198,0.672533366,5,0.02612,0.109101869,0.364790811
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_9,0.1016,1.077550918,0.653813022,3,0.028733333,0,0.689154484
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_100,0.0748,0.880612498,0.798240452,1,0.0688,0.063994829,0.254302127
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_101,0.0962,0.971935068,0.793534086,2,0.044,0.139166177,0.381333146
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_102,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_103,0.2166,1.330979294,0.655567849,5,0.03564,0.297598125,0.138933889
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_104,0.094,0.984736075,0.799002924,3,0.0274,0.048169557,0.407925128
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_105,0.1194,1.15479633,0.681766424,3,0.035333333,0.043611794,0.292023224
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_106,0.1688,1.358414433,0.66469918,5,0.02988,0.120982143,0.437640304
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_107,0.2886,1.486269666,0.654661261,7,0.033,0.256055363,0.361386602
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_108,0.1024,0.981147778,0.76887125,2,0.0476,0.157014157,0.252065558
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_109,0.3066,1.555590905,0.562609311,6,0.044366667,0.223315118,0.160629042
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_10,0.1248,1.09501717,0.709108197,4,0.02635,0.119917298,0.185129605
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_110,0.3072,1.633566981,0.59112795,7,0.034228571,0.139562044,0.31448305
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_111,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_112,0.1352,1.149553209,0.685638114,3,0.0402,0.033041133,0.435863596
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_113,0.2562,1.708234728,0.552082031,7,0.0322,0.167646042,0.489360858
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_114,0.2356,1.711257855,0.544108669,6,0.034633333,0.197762864,0.314421494
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_115,0.3752,1.639262542,0.56940336,7,0.045571429,0.3104,0.233509583
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_116,0.1488,1.127186599,0.744496663,3,0.0418,0.270880361,0.199575691
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_11,0.1898,1.286532338,0.679839417,6,0.024733333,0.181545836,0.292668237
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_12,0.166,1.223196633,0.746392697,3,0.047266667,0.386709367,0.097117809
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_13,0.172,1.431584958,0.614325302,4,0.0401,0.197456087,0.338516792
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_14,0.1788,1.383185982,0.556165081,4,0.03705,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_15,0.162,1.321006609,0.660356971,4,0.03575,0.232861806,0.075398309
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_16,0.0802,0.896570829,0.831713267,2,0.0367,0.118679775,0.33577048
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_17,0.2806,1.557917835,0.552116614,6,0.040466667,0.303854875,0.095636156
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_18,0.2378,1.333177649,0.687674138,5,0.03852,0.287254902,0.193893567
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_19,0.142,1.123784197,0.677901073,3,0.039333333,0.178782983,0.269383826
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_1,0.3344,1.564052595,0.606899896,8,0.032525,0.30128875,0.201024812
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_20,0.1314,1.260965256,0.671073408,3,0.041333333,0.202727836,0.222495622
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_21,0.1606,1.351200254,0.604531423,4,0.0319,0.200628601,0.231025096
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_22,0.0834,0.983556999,0.744793361,2,0.0416,0.031926407,0.337449769
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_23,0.1138,0.998610405,0.773418047,2,0.0461,0.246330568,0.097245732
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_24,0.1534,1.311477786,0.609318322,3,0.046533333,0.179125529,0.134280983
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_26,0.2446,1.591459848,0.534529996,6,0.034533333,0.250282486,0.204605633
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_28,0.0834,0.943905549,0.786642121,1,0.0834,0.007032349,0.489808078
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_29,0.2228,1.34443653,0.711968297,5,0.03624,0.192832765,0.31065588
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_2,0.2186,1.278099146,0.704466712,5,0.0362,0.110106051,0.325734143
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_30,0.1018,1.178261651,0.669006107,2,0.0498,0.092701119,0.266234426
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_31,0.1832,1.344604308,0.638609809,2,0.0801,0.125465178,0.371827255
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_32,0.1552,1.164005072,0.705903486,2,0.072,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_33,0.1372,1.132297695,0.750323221,2,0.0594,0.072179732,0.446170346
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_34,0.1968,1.235987618,0.662289401,3,0.0578,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_35,0.1714,1.199120605,0.687383695,4,0.0368,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_36,0.1234,1.177344829,0.708954644,3,0.032533333,0.191128149,0.246676253
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37,0.1588,1.345024412,0.638797917,5,0.0264,0.141078838,0.140636086
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_38,0.1134,1.028278143,0.741899505,3,0.030866667,0.170534813,0.155283078
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_39,0.1476,1.313999741,0.649161421,3,0.044266667,0.241065172,0.279155997
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_3,0.1676,1.269743934,0.643457358,5,0.02856,0.20278834,0.285342977
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_40,0.2962,1.551379327,0.572268517,6,0.0427,0.182743989,0.389653511
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_41,0.0848,0.919712603,0.831330454,2,0.0384,0.052373159,0.266800488
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_42,0.1012,1.046999815,0.834323343,2,0.046,0.085777532,0.42375782
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_43,0.1296,1.064226136,0.751453359,2,0.0607,0.159161224,0.366023357
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_44,0.1732,1.251826589,0.695308512,2,0.0827,0.082108283,0.427227483
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_45,0.1824,1.336468834,0.666564766,4,0.0397,0.062799826,0.330283289
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_46,0.2044,1.210354937,0.714110663,6,0.027266667,0.110328638,0.390144737
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_47,0.1394,1.165236636,0.681915057,3,0.04,0.116025273,0.355370512
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_48,0.137,1.227095978,0.636704023,3,0.042333333,0.022307202,0.515885668
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_49,0.1388,1.125085399,0.717385041,2,0.0648,0.2265625,0.202703162
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_4,0.1664,1.263016515,0.652465606,4,0.035,0.140635565,0.291956374
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_50,0.1052,0.992424191,0.759748848,2,0.0481,0.172623061,0.086697756
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_51,0.1878,1.192514961,0.708080409,4,0.04065,0.261368856,0.173921349
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_53,0.1204,1.12522061,0.698258612,2,0.0507,0.12477396,0.247131485
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_54,0.1922,1.204655143,0.723393578,6,0.025,0.156851312,0.291752368
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_55,0.139,1.238011124,0.649399836,4,0.02695,0.237661352,0.279491681
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_56,0.0954,0.954001167,0.76409565,1,0.0954,0.234439834,0.245155676
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_57,0.1512,1.066482922,0.760178576,3,0.0446,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_58,0.1986,1.252350633,0.73767202,3,0.054066667,0.280390417,0.325953535
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_59,0.2204,1.439142022,0.60704761,7,0.027114286,0.229319372,0.367793405
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_5,0.1636,1.183022513,0.633633798,5,0.02824,0.164615385,0.343245691
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_60,0.2028,1.513429849,0.644544101,3,0.063466667,0.146564152,0.27800148
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_61,0.1592,1.16244424,0.680919836,4,0.0316,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_62,0.1618,1.264532772,0.729242958,3,0.044733333,0.115825333,0.253992201
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_63,0.1958,1.186926141,0.688653573,4,0.0393,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_64,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_65,0.168,1.459043088,0.630068544,3,0.0518,0.091320072,0.253715417
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_66,0.1174,1.023636525,0.802633978,2,0.0526,0.107053942,0.29269277
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_67,0.2024,1.32252414,0.712791634,4,0.04255,0.104651163,0.449182678
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_68,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_69,0.1698,1.562303829,0.571110491,2,0.0798,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_6,0.0696,0.880568054,0.819613208,1,0.0696,0.278106509,0.199346131
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_70,0.215,1.596343867,0.58415239,5,0.03752,0.302678571,0.104686547
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_71,0.1618,1.207264676,0.722874298,5,0.02512,0.194666667,0.219972911
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_72,0.135,1.171889844,0.792113525,4,0.02715,0.163047931,0.241495373
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_73,0.5714,1.863333554,0.479037204,11,0.043454545,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_74,0.2228,1.587785133,0.567691643,4,0.04915,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_75,0.177,1.264273792,0.693293162,4,0.0406,0.211389129,0.272216395
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_76,0.1294,1.190394431,0.675809624,3,0.039666667,0.125968992,0.378980648
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_77,0.1694,1.25567387,0.593299055,5,0.02832,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_78,0.1962,1.332527125,0.636005984,5,0.03296,0.228237332,0.26460447
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_79,0.2724,1.41664183,0.615847511,6,0.035466667,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_7,0.1084,1.042975981,0.864312006,1,0.1084,0.021126761,0.56064994
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_80,0.2494,1.722396615,0.573305982,6,0.037333333,0.118705036,0.403333871
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_81,0.1718,1.266294545,0.639671278,4,0.0358,0.078574166,0.371898789
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_82,0.2428,1.296613717,0.687853334,7,0.027171429,0.394549266,0.070352338
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_83,0.1342,1.117199083,0.681151735,3,0.0394,0.134474328,0.324833342
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_84,0.2118,1.286949438,0.710821333,3,0.060933333,0.086097652,0.332027633
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_85,0.1558,1.205433946,0.606157859,3,0.039666667,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_86,0.2664,1.482841255,0.601901085,4,0.057,0.121655369,0.305787914
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_87,0.2136,1.414643055,0.634067148,4,0.0475,0.349115044,0.058213028
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_88,0.32,1.568636791,0.52912951,11,0.023654545,0.262139605,0.21003591
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_89,0.306,1.659612478,0.557226267,7,0.0362,0.258327427,0.249019569
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_8,0.1332,1.107061115,0.669393331,3,0.0378,0.1448,0.29728598
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_92,0.2724,1.385796548,0.726341444,7,0.031314286,0.059245961,0.45648301
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_93,0.1822,1.155518643,0.784492067,3,0.051733333,0.186073059,0.25623808
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_94,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_95,0.1036,1.025957824,0.834151722,2,0.0484,NaN,NaN
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_96,0.2046,1.342479421,0.740982777,4,0.04205,0.194187026,0.493495256
20200309_RI512_RAD21-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_97,0.2476,1.504121027,0.612998669,5,0.042,0.12796041,0.445409611
